name,primary_category,secondary_categories,town,address,phone,email,website,source,source_url,confidence,notes,county,local_area,service_area_notes
Glengarry Tree Service,Tree Service,tree service,Lancaster,"Lancaster, ON K0C 2J0",613-347-2303,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/search/si/1/Tree%2BService/Long%2BSault%2BON,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Glengarry,South Glengarry,Local town pin only
John Waynes Stump Removal,Tree Service,stump removal; landscape company,Williamstown,"19856 County Rd 17, Williamstown, ON K0C 2J0",613-551-5492,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/search/si/1/Tree%2BService/Long%2BSault%2BON,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Glengarry,South Glengarry,Local town pin only
Bonamassa Peter Electric Ltd,Electrical,electrical contractor,Cornwall,"17349 Cornwall Centre Rd, Cornwall, ON K6K 1K6",613-938-8860,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/search/si/1/Electricians%2B%26%2BElectrical%2BContractors/South%2BGlengarry%2BON,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Cornwall,Cornwall & Area,Serves Cornwall and surrounding townships
T.A.R. Electric,Electrical,residential electrical; generator services; panel upgrades,Cornwall,"1113 McConnell Avenue, Cornwall, ON K6H 4N2",613-363-6465,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/search/si/1/Electricians%2B%26%2BElectrical%2BContractors/South%2BGlengarry%2BON,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Cornwall,Cornwall & Area,Serves Cornwall and surrounding townships
Ionic Electrical Contracting Inc.,Electrical,residential; commercial; renovations; service upgrades,Cornwall,"238 9th Street W, Cornwall, ON",613-935-3436,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/search/si/1/Electricians%2B%26%2BElectrical%2BContractors/South%2BGlengarry%2BON,High,"YellowPages listing says this Cornwall contractor serves Stormont, Dundas and Glengarry.",Cornwall,Cornwall & Area,Serves Cornwall and surrounding townships
At Your Service Electric,Electrical,electrical contractor,Cornwall,"3-214 Pitt St, Cornwall, ON K6J 3P6",613-330-0403,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/search/si/1/Electricians%2B%26%2BElectrical%2BContractors/South%2BGlengarry%2BON,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Cornwall,Cornwall & Area,Serves Cornwall and surrounding townships
Elton Electric,Electrical,electrical contractor,Cornwall,"805 Tollgate Rd W, Cornwall, ON K6H 5R6",613-938-2977,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/search/si/1/Electricians%2B%26%2BElectrical%2BContractors/South%2BGlengarry%2BON,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Cornwall,Cornwall & Area,Serves Cornwall and surrounding townships
Stang Electric Inc,Electrical,electrical contractor,Cornwall,"3205 Northdale Dr, Cornwall, ON K6K 0A5",613-662-1633,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/search/si/1/Electricians/Warina%2BON,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Cornwall,Cornwall & Area,Serves Cornwall and surrounding townships
Bisson G Electric Ltd,Electrical,electrician,Cornwall,"120 Twelfth Street East, Cornwall, ON K6H 6S7",613-938-1622,,,YellowPages.ca targeted SD&G pass,https://www.yellowpages.ca/search/si/1/Electricians%2B%26%2BElectrical%2BContractors/South%2BGlengarry%2BON,High,Public listing found in targeted SD&G expansion pass; needs owner claim and service-area confirmation.,Cornwall,Cornwall & Area,Serves Cornwall and surrounding townships
Ultimate Pavement Works,Paving,"Asphalt paving; driveway paving; parking lots; roadways; concrete; interlock; snow management; pothole repair; resurfacing",Embrun,"58 St. Jean Baptiste St, Embrun, ON K0A 1W0",613-407-0043,ultimatepavementworks@gmail.com,https://upw.ca,"Official website; Cornwall and Area Chamber; YellowPages.ca",https://upw.ca,High,"Official website says Ultimate Pavement Works serves Eastern Ontario and lists asphalt paving, concrete, interlock and snow management services with phone, email and Embrun address. Service-area pages list Cornwall, Winchester, Long Sault and Morrisburg among service areas. Owner claim still required for profile management.",Cornwall,Cornwall & Area,"Regional provider serving Eastern Ontario, including Cornwall, Winchester, Long Sault and Morrisburg"
Van Moorsel Interlock and Landscaping,Landscaping,"Interlock; hardscaping; patios; walkways; retaining walls; landscaping",South Dundas area,,,,,Chesterville Record,https://chestervillerecord.com/wp-content/uploads/2021/03/The-Chesterville-Record-March-25_2021.pdf,Medium,"Chesterville Record article names Van Moorsel Interlock and Landscaping (Drew Van Moorsel) among South Dundas Chamber of Commerce new members; contact info and exact service area need owner confirmation.",Dundas,South Dundas,South Dundas-area listing; service area needs owner confirmation
BuiltLocal Demo Co.,General Contractor,"Fencing; decks; home repair; renovations; rural property maintenance",Morrisburg,,613-555-0198,demo@builtlocal.ca,,BuiltLocal demo,,Medium,Prototype demo business for testing claimed profile and Pro Dashboard flow.,Dundas,South Dundas,Demo profile serving SD&G
